run_id,condition,success,timeout,failed_images,failed_audio,failed_video,trial_type,trial_index,time_elapsed,internal_node_id,recorded_at,ip,user_agent,device,browser,browser_version,platform,platform_version
8,1,true,false,[],[],[],preload,0,740,0.0-0.0,"2021-05-15 16:34:22",112.196.158.147,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.212 Safari/537.36",WebKit,Chrome,90.0.4430.212,Windows,10.0
